EMRE Device Manager: Chronopotentiometry

System Parameters
Date/Time,2022-08-31 19:24:51.278095


Raw Data

Data Pt,Times (s), Current (A), Potential (V)
793,72.530202,0.000010,1.741342
794,72.618650,0.000010,1.746293
795,72.701702,0.000010,1.749454
796,72.785917,0.000010,1.751874
797,72.870290,0.000010,1.754614
798,72.963223,0.000010,1.759219
799,73.060382,0.000010,1.763101
800,73.145514,0.000010,1.765427
801,73.239691,0.000010,1.769540
802,73.356600,0.000010,1.773244
803,73.441106,0.000010,1.776396
804,73.522319,0.000010,1.779093
805,73.624418,0.000010,1.781953
806,73.731533,0.000010,1.784627
807,73.832189,0.000010,1.787900
808,73.922726,0.000010,1.791863
809,74.011027,0.000010,1.793322
810,74.101282,0.000010,1.797340
811,74.183915,0.000010,1.799329
812,74.280769,0.000010,1.802472
813,74.381562,-0.000010,0.748528
814,74.775705,-0.000010,0.587256
815,74.882391,-0.000010,0.536919
816,74.966520,-0.000010,0.510708
817,75.086174,-0.000010,0.483794
818,75.181859,-0.000010,0.467158
819,75.276242,-0.000010,0.451911
820,75.367360,-0.000010,0.438744
821,75.460064,-0.000010,0.428329
822,75.544582,-0.000010,0.418363
823,75.646098,-0.000010,0.407651
824,75.730445,-0.000010,0.399168
825,75.828164,-0.000010,0.390609
826,75.920459,-0.000010,0.384115
827,76.008999,-0.000010,0.376091
828,76.114571,-0.000010,0.368757
829,76.217342,-0.000010,0.362474
830,76.306544,-0.000010,0.356194
831,76.432281,-0.000010,0.348094
832,76.526543,-0.000010,0.343153
833,76.626542,-0.000010,0.337554
834,76.720310,-0.000010,0.333298
835,76.817347,-0.000010,0.327930
836,76.902607,-0.000010,0.323958
837,76.988407,-0.000010,0.318567
838,77.096520,-0.000010,0.313953
839,77.193002,-0.000010,0.308833
840,77.296200,-0.000010,0.304708
841,77.379119,-0.000010,0.301522
842,77.474019,-0.000010,0.296373
843,77.558549,-0.000010,0.293622
844,77.646874,-0.000010,0.289270
845,77.733707,-0.000010,0.285171
846,77.821006,-0.000010,0.282687
847,77.917719,-0.000010,0.278254
848,78.007272,-0.000010,0.274352
849,78.100561,-0.000010,0.271321
850,78.183815,-0.000010,0.267881
851,78.279862,-0.000010,0.264073
852,78.372947,-0.000010,0.259258
853,78.466323,-0.000010,0.256307
854,78.552595,-0.000010,0.252268
855,78.646840,-0.000010,0.249345
856,78.729930,-0.000010,0.245673
857,78.822561,-0.000010,0.243426
858,78.908738,-0.000010,0.239237
859,78.993208,-0.000010,0.235818
860,79.119722,-0.000010,0.232280
861,79.206114,-0.000010,0.228945
862,79.302098,-0.000010,0.225859
863,79.393395,-0.000010,0.221321
864,79.494836,-0.000010,0.217798
865,79.583832,-0.000010,0.215774
866,79.670574,-0.000010,0.211456
867,79.756297,-0.000010,0.208888
868,79.843961,-0.000010,0.206585
869,79.954545,-0.000010,0.201601
870,80.041782,-0.000010,0.198468
871,80.142382,0.000010,0.797313
872,80.251787,0.000010,1.163809
873,80.339929,0.000010,1.283942
874,80.425349,0.000010,1.356600
875,80.512394,0.000010,1.407094
876,80.601727,0.000010,1.448010
877,80.686704,0.000010,1.475676
878,80.775976,0.000010,1.498032
879,80.862964,0.000010,1.517145
880,80.960428,0.000010,1.532467
881,81.058165,0.000010,1.544520
882,81.154918,0.000010,1.554237
883,81.246978,0.000010,1.564035
884,81.340089,0.000010,1.572289
885,81.439579,0.000010,1.579980
886,81.530328,0.000010,1.585944
887,81.637172,0.000010,1.593898
888,81.741881,0.000010,1.601992
889,81.868725,0.000010,1.609752
890,81.952046,0.000010,1.614367
891,82.038303,0.000010,1.620331
892,82.123744,0.000010,1.626582
893,82.222325,0.000010,1.632455
894,82.302685,0.000010,1.637210
895,82.387310,0.000010,1.641851
896,82.474687,0.000010,1.645695
897,82.568183,0.000010,1.651774
898,82.653480,0.000010,1.655580
899,82.739404,0.000010,1.660890
900,82.830368,0.000010,1.665497
901,82.918835,0.000010,1.670134
902,82.995314,0.000010,1.673496
903,83.075559,0.000010,1.677620
904,83.157265,0.000010,1.681845
905,83.247237,0.000010,1.687336
906,83.335110,0.000010,1.690401
907,83.426351,0.000010,1.696190
908,83.527395,0.000010,1.700795
909,83.617796,0.000010,1.703951
910,83.696926,0.000010,1.707518
911,83.774092,0.000010,1.710983
912,83.863822,0.000010,1.716334
913,83.960132,0.000010,1.719814
914,84.040909,0.000010,1.723530
915,84.120760,0.000010,1.726966
916,84.199823,0.000010,1.729942
917,84.286618,0.000010,1.734403
918,84.374826,0.000010,1.736493
919,84.465384,0.000010,1.741688
920,84.553040,0.000010,1.743806
921,84.649991,0.000010,1.748181
922,84.777265,0.000010,1.752340
923,84.864081,0.000010,1.756928
924,84.951540,0.000010,1.759138
925,85.040511,0.000010,1.762641
926,85.134991,0.000010,1.765361
927,85.225343,0.000010,1.769871
928,85.307945,0.000010,1.772450
929,85.386765,0.000010,1.775282
930,85.480421,0.000010,1.777547
931,85.561718,0.000010,1.780598
932,85.648971,0.000010,1.783499
933,85.732561,0.000010,1.785344
934,85.832242,0.000010,1.788386
935,85.926814,0.000010,1.792416
936,86.006938,0.000010,1.794701
937,86.089375,0.000010,1.796603
938,86.179659,0.000010,1.798868
939,86.283666,0.000010,1.802532
940,86.390638,-0.000010,0.755527
941,86.787301,-0.000010,0.593242
942,86.868959,-0.000010,0.551955
943,86.954189,-0.000010,0.522545
944,87.055470,-0.000010,0.497467
945,87.133704,-0.000010,0.481814
946,87.220040,-0.000010,0.467239
947,87.301243,-0.000010,0.454931
948,87.386248,-0.000010,0.443806
949,87.468038,-0.000010,0.433460
950,87.559724,-0.000010,0.422181
951,87.647537,-0.000010,0.413884
952,87.726286,-0.000010,0.406266
953,87.815202,-0.000010,0.396837
954,87.894022,-0.000010,0.390321
955,87.972952,-0.000010,0.384254
956,88.060539,-0.000010,0.377835
957,88.150899,-0.000010,0.371451
958,88.237864,-0.000010,0.364987
959,88.337906,-0.000010,0.358565
960,88.421626,-0.000010,0.354055
961,88.500553,-0.000010,0.349321
962,88.581874,-0.000010,0.344871
963,88.662596,-0.000010,0.340620
964,88.744811,-0.000010,0.336720
965,88.839228,-0.000010,0.330739
966,88.917359,-0.000010,0.326669
967,88.995098,-0.000010,0.322947
968,89.078836,-0.000010,0.318987
969,89.155513,-0.000010,0.315291
970,89.240826,-0.000010,0.311849
971,89.321651,-0.000010,0.308280
972,89.403255,-0.000010,0.305031
973,89.484872,-0.000010,0.301695
974,89.565785,-0.000010,0.298181
975,89.658855,-0.000010,0.293152
976,89.737302,-0.000010,0.289744
977,89.831535,-0.000010,0.286518
978,89.926841,-0.000010,0.283145
979,90.022233,-0.000010,0.278701
980,90.117202,-0.000010,0.274236
981,90.201665,-0.000010,0.271538
982,90.316075,-0.000010,0.266463
983,90.398222,-0.000010,0.263336
984,90.478298,-0.000010,0.260306
985,90.558677,-0.000010,0.257230
986,90.652541,-0.000010,0.254213
987,90.740207,-0.000010,0.250575
988,90.826346,-0.000010,0.248443
989,90.910891,-0.000010,0.244980
990,90.995800,-0.000010,0.240918
991,91.077417,-0.000010,0.237971
992,91.159337,-0.000010,0.235058
993,91.253762,-0.000010,0.232065
994,91.341090,-0.000010,0.228726
995,91.444354,-0.000010,0.225769
996,91.536031,-0.000010,0.221665
997,91.625741,-0.000010,0.219621
998,91.711611,-0.000010,0.216351
999,91.794044,-0.000010,0.212953
1000,91.874175,-0.000010,0.210167
1001,91.953717,-0.000010,0.207621
1002,92.042942,-0.000010,0.204631
1003,92.125535,-0.000010,0.202289
1004,92.207246,-0.000010,0.198529
1005,92.308624,0.000010,0.793380
1006,92.412627,0.000010,1.147289
1007,92.497267,0.000010,1.264876
1008,92.584344,0.000010,1.342762
1009,92.670613,0.000010,1.396387
1010,92.760029,0.000010,1.435162
1011,92.842018,0.000010,1.463863
1012,92.926458,0.000010,1.487879
1013,93.004198,0.000010,1.504365
1014,93.097295,0.000010,1.519698
1015,93.217063,0.000010,1.536394
1016,93.315293,0.000010,1.547779
1017,93.398227,0.000010,1.555596
1018,93.498457,0.000010,1.564460
1019,93.575480,0.000010,1.571219
1020,93.653526,0.000010,1.577708
1021,93.738941,0.000010,1.583145
1022,93.817312,0.000010,1.589029
1023,93.904737,0.000010,1.595832
1024,93.986966,0.000010,1.601877
1025,94.068306,0.000010,1.607566
1026,94.146518,0.000010,1.612342
1027,94.237637,0.000010,1.617004
1028,94.320794,0.000010,1.622163
1029,94.398852,0.000010,1.626918
1030,94.494513,0.000010,1.633411
1031,94.570756,0.000010,1.638430
1032,94.652096,0.000010,1.642978
1033,94.730676,0.000010,1.647466
1034,94.812473,0.000010,1.651806
1035,94.905511,0.000010,1.656344
1036,94.994170,0.000010,1.661168
1037,95.094405,0.000010,1.666301
1038,95.171621,0.000010,1.670549
1039,95.263294,0.000010,1.674166
1040,95.348121,0.000010,1.679268
1041,95.437363,0.000010,1.682787
1042,95.524165,0.000010,1.687223
1043,95.605129,0.000010,1.691103
1044,95.688443,0.000010,1.695628
1045,95.780348,0.000010,1.698713
1046,95.861427,0.000010,1.702386
1047,95.963977,0.000010,1.707274
1048,96.059285,0.000010,1.711122
1049,96.140107,0.000010,1.714644
1050,96.222120,0.000010,1.718179
1051,96.308521,0.000010,1.722888
1052,96.390382,0.000010,1.726500
1053,96.474818,0.000010,1.729562
1054,96.568839,0.000010,1.733747
1055,96.652689,0.000010,1.737071
1056,96.740135,0.000010,1.739316
1057,96.831494,0.000010,1.744117
1058,96.912107,0.000010,1.747087
1059,96.999232,0.000010,1.749053
1060,97.079997,0.000010,1.752026
1061,97.163314,0.000010,1.755120
1062,97.249577,0.000010,1.759426
1063,97.335240,0.000010,1.762019
1064,97.432993,0.000010,1.765942
1065,97.525167,0.000010,1.768153
1066,97.612389,0.000010,1.771883
1067,97.698242,0.000010,1.773644
1068,97.783954,0.000010,1.776344
1069,97.874825,0.000010,1.780163
1070,97.958756,0.000010,1.781948
1071,98.042938,0.000010,1.784270
1072,98.129823,0.000010,1.788133
1073,98.212308,0.000010,1.790637
1074,98.309917,0.000010,1.793377
1075,98.433056,0.000010,1.796926
1076,98.527228,0.000010,1.798891
1077,98.613404,0.000010,1.801922
1078,98.699724,-0.000010,0.761917
1079,99.102426,-0.000010,0.594081
1080,99.184269,-0.000010,0.554195
1081,99.277142,-0.000010,0.524561
1082,99.378126,-0.000010,0.499839
1083,99.482470,-0.000010,0.479120
1084,99.562475,-0.000010,0.465803
1085,99.648760,-0.000010,0.454010
1086,99.727303,-0.000010,0.443131
1087,99.806514,-0.000010,0.433349
1088,99.898710,-0.000010,0.422776
1089,99.978878,-0.000010,0.414440
1090,100.083649,-0.000010,0.404214
1091,100.169298,-0.000010,0.397594
1092,100.249705,-0.000010,0.390989
1093,100.330085,-0.000010,0.384653
1094,100.421991,-0.000010,0.376790
1095,100.520995,-0.000010,0.369897
1096,100.599806,-0.000010,0.364820
1097,100.686309,-0.000010,0.359639
1098,100.778980,-0.000010,0.354067
1099,100.867963,-0.000010,0.349321
1100,100.961041,-0.000010,0.343576
1101,101.040097,-0.000010,0.339546
1102,101.125443,-0.000010,0.335220
1103,101.214587,-0.000010,0.331683
1104,101.306863,-0.000010,0.326516
1105,101.395487,-0.000010,0.322878
1106,101.487540,-0.000010,0.318146
1107,101.577172,-0.000010,0.314131
1108,101.690201,-0.000010,0.309544
1109,101.770710,-0.000010,0.306046
1110,101.849357,-0.000010,0.302438
1111,101.948152,-0.000010,0.297997
1112,102.026928,-0.000010,0.294361
1113,102.124135,-0.000010,0.290170
1114,102.216864,-0.000010,0.287221
1115,102.298878,-0.000010,0.283562
1116,102.385108,-0.000010,0.279670
1117,102.478453,-0.000010,0.276574
1118,102.593946,-0.000010,0.272682
1119,102.687560,-0.000010,0.268319
1120,102.770061,-0.000010,0.265588
1121,102.864622,-0.000010,0.261089
1122,102.948109,-0.000010,0.258489
1123,103.027404,-0.000010,0.255468
1124,103.126756,-0.000010,0.251632
1125,103.223676,-0.000010,0.247839
1126,103.306980,-0.000010,0.245024
1127,103.396482,-0.000010,0.242576
1128,103.488491,-0.000010,0.238809
1129,103.568332,-0.000010,0.235874
1130,103.654720,-0.000010,0.233548
1131,103.772880,-0.000010,0.229440
1132,103.861783,-0.000010,0.225257
1133,103.948556,-0.000010,0.222589
1134,104.054496,-0.000010,0.219663
1135,104.148600,-0.000010,0.215784
1136,104.231837,-0.000010,0.213435
1137,104.317639,-0.000010,0.210409
1138,104.397132,-0.000010,0.207795
1139,104.486819,-0.000010,0.203812
1140,104.593273,-0.000010,0.201477
1141,104.713722,-0.000010,0.196030
1142,104.818129,0.000010,0.788464
1143,104.912526,0.000010,1.121556
1144,104.992685,0.000010,1.241876
1145,105.090876,0.000010,1.331629
1146,105.176691,0.000010,1.385553
1147,105.276753,0.000010,1.430591
1148,105.372946,0.000010,1.462458
1149,105.493666,0.000010,1.492484
1150,105.575070,0.000010,1.507968
1151,105.657702,0.000010,1.520701
1152,105.739819,0.000010,1.531144
1153,105.838487,0.000010,1.542621
1154,105.924455,0.000010,1.549807
1155,106.003406,0.000010,1.557011
1156,106.104574,0.000010,1.565383
1157,106.184821,0.000010,1.571851
1158,106.274547,0.000010,1.580236
1159,106.360354,0.000010,1.585773
1160,106.440912,0.000010,1.591343
1161,106.523372,0.000010,1.596350
1162,106.612319,0.000010,1.603394
1163,106.695912,0.000010,1.609359
1164,106.791315,0.000010,1.614689
1165,106.882903,0.000010,1.619799
1166,106.963234,0.000010,1.624697
1167,107.043429,0.000010,1.629418
1168,107.128370,0.000010,1.634240
1169,107.228557,0.000010,1.639937
1170,107.320648,0.000010,1.645764
1171,107.405085,0.000010,1.649227
1172,107.491613,0.000010,1.654742
1173,107.575698,0.000010,1.659614
1174,107.703742,0.000010,1.664841
1175,107.799383,0.000010,1.670539
1176,107.878899,0.000010,1.674430
1177,107.962298,0.000010,1.677677
1178,108.070261,0.000010,1.682697
1179,108.167636,0.000010,1.686736
1180,108.263574,0.000010,1.691310
1181,108.345293,0.000010,1.694716
1182,108.429236,0.000010,1.698577
1183,108.533177,0.000010,1.704064
1184,108.617223,0.000010,1.708064
1185,108.705370,0.000010,1.710359
1186,108.784068,0.000010,1.713834
1187,108.861191,0.000010,1.717781
1188,108.953154,0.000010,1.721503
1189,109.042847,0.000010,1.724635
1190,109.139584,0.000010,1.729199
1191,109.234872,0.000010,1.732959
1192,109.325645,0.000010,1.735114
1193,109.423327,0.000010,1.739307
1194,109.518788,0.000010,1.743737
1195,109.604387,0.000010,1.745703
1196,109.691592,0.000010,1.749208
1197,109.798371,0.000010,1.753842
1198,109.884350,0.000010,1.755656
1199,109.962535,0.000010,1.758747
1200,110.055560,0.000010,1.762569
1201,110.144613,0.000010,1.764331
1202,110.224331,0.000010,1.766915
1203,110.316549,0.000010,1.770993
1204,110.396158,0.000010,1.773517
1205,110.483563,0.000010,1.775555
1206,110.569249,0.000010,1.777573
1207,110.688235,0.000010,1.781145
1208,110.768711,0.000010,1.783464
1209,110.871639,0.000010,1.786838
1210,110.951504,0.000010,1.789097
1211,111.043692,0.000010,1.791935
1212,111.138963,0.000010,1.795161
1213,111.219090,0.000010,1.797349
1214,111.316909,0.000010,1.799858
1215,111.405790,0.000010,1.801113
1216,111.493825,-0.000010,0.769549
1217,111.902180,-0.000010,0.598538
1218,111.993487,-0.000010,0.555911
1219,112.090501,-0.000010,0.525478
1220,112.182535,-0.000010,0.504433
1221,112.271309,-0.000010,0.486546
1222,112.357507,-0.000010,0.473033
1223,112.445248,-0.000010,0.458842
1224,112.544513,-0.000010,0.445825
1225,112.630204,-0.000010,0.435045
1226,112.727307,-0.000010,0.424335
1227,112.819044,-0.000010,0.416317
1228,112.900945,-0.000010,0.408454
1229,112.983543,-0.000010,0.400674
1230,113.087047,-0.000010,0.391668
1231,113.174331,-0.000010,0.385528
1232,113.261940,-0.000010,0.379542
1233,113.340866,-0.000010,0.374361
1234,113.431594,-0.000010,0.367557
1235,113.526517,-0.000010,0.361717
1236,113.611450,-0.000010,0.356715
1237,113.692155,-0.000010,0.352248
1238,113.775377,-0.000010,0.348264
1239,113.859262,-0.000010,0.344151
1240,113.971781,-0.000010,0.337546
1241,114.052808,-0.000010,0.333666
1242,114.137158,-0.000010,0.330341
1243,114.243768,-0.000010,0.324951
1244,114.329775,-0.000010,0.320392
1245,114.414166,-0.000010,0.317133
1246,114.515852,-0.000010,0.312940
1247,114.601455,-0.000010,0.309569
1248,114.685606,-0.000010,0.305259
1249,114.772331,-0.000010,0.301404
1250,114.858021,-0.000010,0.298812
1251,114.945057,-0.000010,0.294695
1252,115.036938,-0.000010,0.291480
1253,115.134417,-0.000010,0.287115
1254,115.221476,-0.000010,0.284319
1255,115.309431,-0.000010,0.279693
1256,115.391393,-0.000010,0.276491
1257,115.473904,-0.000010,0.273889
1258,115.565732,-0.000010,0.270283
1259,115.650257,-0.000010,0.266613
1260,115.744673,-0.000010,0.263806
1261,115.851722,-0.000010,0.259191
1262,115.942504,-0.000010,0.256992
1263,116.028185,-0.000010,0.252845
1264,116.136500,-0.000010,0.249767
1265,116.230439,-0.000010,0.245418
1266,116.324138,-0.000010,0.242954
1267,116.411202,-0.000010,0.239191
1268,116.504822,-0.000010,0.236532
1269,116.632363,-0.000010,0.231420
1270,116.725778,-0.000010,0.228668
1271,116.815188,-0.000010,0.225685
1272,116.918913,-0.000010,0.222760
1273,117.002203,-0.000010,0.219965
1274,117.093936,-0.000010,0.215912
1275,117.178463,-0.000010,0.213989
1276,117.259798,-0.000010,0.211284
1277,117.352438,-0.000010,0.207024
1278,117.438291,-0.000010,0.205240
1279,117.539730,-0.000010,0.202037
1280,117.645144,-0.000010,0.197275
